Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications
Psychology,Art Therapist,2.74,7,1,0,0,0,0,2,2,1,4,2,2,1,1
Biology,Zoologist,3.22,0,1,0,1,4,1,2,1,4,0,1,1,4,1
Computer Science,Web Developer,3.3,1,0,4,0,8,0,7,1,0,1,1,1,2,1
Business,Entrepreneur,2.23,8,2,2,1,0,1,4,8,3,4,4,3,2,0
Biology,Biotechnologist,3.39,2,1,1,0,6,1,3,2,3,3,4,3,1,1
Law,Legal Consultant,2.53,8,2,3,0,4,0,3,8,2,4,4,0,1,0
Architecture,Architectural Technologist,2.39,6,2,1,0,8,1,1,3,4,0,4,2,0,0
Art,Illustrator,3.97,7,1,4,0,0,1,3,0,3,1,0,2,3,0
Biology,Biochemist,2.59,4,2,1,1,1,0,3,4,3,0,4,2,0,0
Finance,Credit Analyst,2.44,7,2,1,0,8,1,2,3,0,3,8,4,0,0
Finance,Financial Analyst,2.12,0,1,4,1,8,0,4,2,4,1,9,2,3,1
Law,Legal Consultant,2.85,9,2,2,1,8,1,4,10,0,0,4,2,2,1
Architecture,Architect,2.53,3,0,2,1,1,1,4,2,3,2,2,3,0,1
Medicine,Dentist,3.8419818846990705,1,2,2,1,6,0,2,1,3,3,4,3,3,1
Marketing,Digital Marketing Specialist,3.59,2,0,1,0,3,1,0,8,0,2,3,2,4,0
Chemistry,Chemist,2.67,0,1,1,1,4,0,1,3,4,3,3,4,0,0
Marketing,Market Research Analyst,3.27,7,2,3,1,6,0,0,10,1,2,4,4,2,0
Education,Education Administrator,2.93,4,2,2,0,8,0,4,1,3,1,2,4,4,1
Medicine,Pharmacist,3.7877370889379396,2,0,1,1,2,0,2,2,1,0,0,2,0,1
Art,Graphic Designer,3.03,2,1,5,0,7,0,4,4,1,4,0,0,2,0
Art,Illustrator,3.07,2,0,3,0,9,0,2,2,4,0,3,4,1,1
Finance,Accountant,3.02,9,2,3,1,7,1,0,4,4,1,7,3,3,0
Marketing,Brand Manager,3.56,2,0,0,0,7,0,4,9,3,3,2,0,1,0
Education,Curriculum Developer,3.92,9,1,1,1,1,1,0,0,2,2,1,1,2,1
Biology,Biochemist,2.23,2,1,1,1,8,1,3,0,2,2,2,1,0,0
Computer Science,Data Scientist,3.94,7,1,0,1,1,1,7,3,2,3,4,0,4,0
Engineering,Civil Engineer,3.88,5,0,1,0,1,0,3,4,8,2,10,1,1,1
Finance,Investment Banker,3.36,6,1,4,1,3,0,1,0,1,1,10,3,3,1
Psychology,Counselor,2.73,2,2,1,0,6,0,2,4,3,4,3,4,3,0
Medicine,Dentist,3.547221480377964,4,1,2,0,4,1,1,3,3,4,1,4,1,1
Finance,Investment Banker,3.69,3,2,3,0,0,0,4,2,1,2,9,1,0,0
Art,Art Director,3.47,9,2,4,1,8,0,3,3,2,4,0,2,2,1
Computer Science,Game Developer,2.38,3,2,1,0,6,1,8,0,0,0,1,3,1,0
Music,Music Teacher,3.7,6,1,4,0,5,0,4,2,2,4,0,4,0,0
Education,Principal,2.66,2,2,2,0,1,1,1,3,1,1,1,3,4,1
Computer Science,Data Scientist,3.28,2,2,3,1,6,0,7,4,4,3,4,2,1,1
Architecture,Landscape Architect,2.33,1,1,1,1,7,1,0,4,4,0,2,1,2,0
Business,Entrepreneur,2.25,7,0,3,1,7,0,1,7,1,1,2,0,1,0
Engineering,Mechanical Engineer,3.15,6,0,4,0,6,1,3,3,9,0,7,3,2,1
Law,Legal Analyst,2.73,0,1,2,1,0,1,0,10,2,3,0,4,4,1
Architecture,Landscape Architect,2.61,8,0,3,0,1,0,1,2,4,2,4,3,4,1
Biology,Biologist,3.79,3,1,2,1,9,0,1,1,4,3,3,3,1,1
Business,Manager,2.78,1,0,1,0,8,0,4,7,0,0,2,4,3,0
Computer Science,Software Developer,3.51,9,1,1,0,3,0,10,3,2,1,1,0,4,1
Psychology,Art Therapist,2.7,5,1,0,0,4,1,3,1,4,1,0,0,1,1
Physics,Physicist,3.77,1,0,0,1,5,1,3,4,3,0,4,0,1,0
Biology,Geneticist,2.43,7,2,1,0,7,1,0,0,1,3,1,3,4,1
Medicine,Surgeon,3.86582387764982,4,0,1,1,9,0,4,0,4,0,4,4,2,1
Marketing,Market Research Analyst,3.11,9,0,2,1,3,1,1,8,3,1,2,4,0,1
Architecture,Architect,2.83,1,0,0,0,3,0,1,3,4,2,2,1,4,0
Psychology,Forensic Psychologist,3.52,5,0,2,0,3,0,4,1,3,2,3,3,1,0
Education,Curriculum Developer,3.11,9,1,3,1,4,1,3,0,1,2,4,1,3,0
Architecture,Landscape Architect,2.95,1,0,3,1,5,0,0,0,2,3,4,1,1,1
Computer Science,Software Developer,2.81,9,1,1,1,0,0,9,3,2,2,1,3,3,1
Physics,Physicist,3.46,1,1,4,0,8,1,4,0,3,1,4,0,4,0
Music,Conductor,3.7,7,0,4,0,2,0,3,0,1,2,0,0,0,1
Medicine,Surgeon,3.688864443088147,1,2,2,1,5,1,0,1,4,3,3,3,2,1
Medicine,Surgeon,3.7526261862239285,5,1,1,1,2,0,2,4,1,4,0,3,2,0
Medicine,Surgeon,3.660024800515306,4,1,0,0,3,1,1,2,1,2,3,4,3,1
Physics,Nuclear Physicist,2.2,3,1,0,0,7,0,3,4,3,0,1,2,2,0
Business,Human Resources Specialist,2.6,9,1,1,0,7,0,1,7,3,0,1,3,3,1
Art,Illustrator,3.06,0,1,3,1,5,0,4,3,3,3,4,3,2,1
Education,Teacher,3.13,7,2,1,0,8,1,3,4,4,3,4,2,2,1
Architecture,Interior Designer,2.74,3,1,1,1,4,1,3,4,2,1,3,1,1,1
Law,Paralegal,2.6,1,1,1,1,3,0,1,7,1,0,1,3,1,1
Art,Illustrator,2.63,2,1,4,0,8,1,3,4,1,1,1,0,3,0
Chemistry,Inorganic Chemist,2.8,6,1,4,0,3,1,2,2,4,3,2,1,3,0
Psychology,School Psychologist,2.95,5,0,2,0,0,0,0,3,2,1,3,2,4,1
Music,Music Teacher,3.04,9,1,2,0,8,0,3,3,3,2,1,2,4,1
Psychology,Art Therapist,2.22,0,2,4,1,8,0,4,4,2,1,4,3,4,0
Computer Science,Data Scientist,3.78,2,1,2,0,6,0,10,0,1,2,2,0,0,1
Engineering,Civil Engineer,2.63,0,0,3,1,9,1,3,2,9,3,10,2,3,0
Marketing,Advertising Manager,3.43,3,1,2,0,7,1,4,10,3,4,2,4,4,1
Art,Animator,2.99,0,0,5,1,8,0,0,0,1,2,4,3,4,0
Music,Conductor,3.44,9,0,4,1,4,0,0,4,4,2,1,0,4,0
Finance,Financial Controller,3.13,7,2,2,0,5,1,4,0,4,0,8,2,2,1
Marketing,Social Media Manager,3.83,2,1,4,0,2,1,3,9,2,3,1,4,0,1
Art,Graphic Designer,3.14,9,0,3,1,5,0,2,0,3,4,1,1,2,0
Computer Science,Data Scientist,2.37,1,0,4,0,6,1,9,4,1,1,0,3,3,0
Psychology,Counselor,3.39,1,2,1,0,4,1,4,0,4,4,1,1,4,1
Engineering,Biomedical Engineer,3.56,4,1,1,1,7,1,2,1,7,2,10,1,1,0
Medicine,Doctor,3.918481937118687,8,0,4,0,3,1,4,2,0,0,1,3,3,1
Biology,Biologist,3.72,8,1,2,1,4,1,1,2,4,3,3,0,2,1
Art,Animator,3.8,4,0,4,1,9,1,4,2,1,0,4,2,2,1
Marketing,Digital Marketing Specialist,3.76,4,2,2,0,4,0,4,8,1,0,4,2,1,1
Psychology,Industrial-Organizational Psychologist,3.16,7,1,2,1,7,0,1,1,0,0,4,1,2,1
Music,Music Teacher,3.66,5,2,3,1,5,1,0,2,4,0,0,0,4,0
Art,Graphic Designer,2.63,4,1,5,1,0,0,2,0,4,2,0,4,3,0
Business,Entrepreneur,2.77,0,2,4,0,7,0,2,8,4,4,3,0,1,1
Medicine,Dentist,3.7566630843461963,9,2,3,0,1,1,1,1,2,4,2,0,0,1
Architecture,Interior Designer,3.99,9,1,3,1,4,0,1,1,3,4,3,1,4,1
Finance,Risk Analyst,3.43,9,1,1,1,6,1,0,0,3,3,10,3,2,0
Finance,Financial Controller,3.01,0,0,1,0,4,1,3,0,3,2,7,4,3,1
Chemistry,Inorganic Chemist,2.88,3,2,3,1,6,0,0,4,2,3,2,2,4,0
Biology,Biologist,3.11,4,1,0,0,1,0,0,0,2,2,1,0,2,1
Education,Teacher,3.98,5,0,3,1,3,1,3,3,1,3,2,2,1,0
Computer Science,Game Developer,2.41,5,0,1,1,9,0,10,2,2,1,0,2,3,0
Music,Musician,2.44,10,0,1,1,3,1,2,1,1,1,4,3,3,1
Engineering,Chemical Engineer,2.93,9,2,1,1,6,1,2,3,9,1,9,4,0,1
Architecture,Architectural Technologist,2.16,6,2,3,0,8,1,4,0,1,1,0,1,0,0
Chemistry,Inorganic Chemist,3.6,6,1,0,0,9,0,3,2,0,3,3,1,4,1
Finance,Financial Advisor,2.37,7,2,2,1,9,0,2,3,2,3,9,3,3,1
Psychology,School Psychologist,2.73,1,0,2,0,0,0,3,4,3,3,0,1,0,1
Physics,Nuclear Physicist,2.52,5,2,3,1,9,0,3,1,3,0,1,3,2,0
Biology,Ecologist,2.07,9,2,3,1,1,1,0,3,2,0,4,3,2,1
Psychology,School Psychologist,3.29,4,2,3,0,5,0,0,0,2,1,2,4,2,0
Biology,Biotechnologist,2.78,2,1,1,1,7,0,4,4,4,1,2,1,2,0
Music,Sound Engineer,3.93,6,1,2,1,5,1,0,0,2,0,4,1,2,0
Architecture,Landscape Architect,2.65,9,1,3,1,9,1,3,4,4,3,1,1,4,1
Medicine,Physician Assistant,3.5281516378409186,4,2,2,1,7,0,1,1,4,1,0,4,4,0
Biology,Biochemist,2.65,0,2,4,0,7,0,4,2,2,2,3,3,2,1
Medicine,Dentist,3.9113951759383467,5,1,2,1,0,1,2,0,4,4,0,3,1,0
Music,Conductor,2.99,7,2,0,0,8,1,3,0,4,0,0,4,2,1
Finance,Financial Controller,3.67,0,1,3,1,0,0,2,1,4,0,10,4,1,0
Physics,Astronomer,3.21,1,2,3,0,5,1,2,0,2,3,3,0,1,1
Engineering,Civil Engineer,3.99,0,0,4,1,7,1,1,1,10,1,9,2,3,1
Biology,Biologist,2.42,5,2,0,0,5,0,3,4,1,3,1,3,3,1
Engineering,Civil Engineer,2.48,0,1,4,0,0,1,3,1,7,3,10,0,3,1
Biology,Ecologist,2.99,7,2,0,0,6,1,4,3,4,2,0,1,3,1
Psychology,Art Therapist,3.01,3,2,3,0,8,1,0,0,4,2,0,0,2,1
Education,Principal,3.0,9,0,0,0,7,0,4,4,4,4,1,0,3,0
Marketing,Market Research Analyst,2.25,5,0,0,1,7,0,0,7,0,3,0,2,1,0
Business,Construction Manager,2.02,6,2,3,0,0,1,0,7,1,2,2,1,3,0
Medicine,Dentist,3.6613431941387917,7,0,4,0,3,0,0,3,3,4,1,2,4,0
Physics,Quantum Physicist,2.11,0,0,1,0,3,1,0,3,2,1,3,4,4,1
Psychology,Music Therapist,3.12,8,0,3,1,7,1,1,2,0,2,3,3,0,0
Music,Sound Engineer,2.44,7,2,0,0,6,1,4,4,0,2,0,0,4,1
Finance,Actuary,3.17,0,0,3,1,1,0,3,3,1,1,7,4,1,1
Law,Paralegal,2.99,6,1,4,1,3,1,4,9,4,3,0,3,2,0
Architecture,Interior Designer,3.76,8,1,1,0,6,0,4,2,2,2,0,2,2,0
Engineering,Chemical Engineer,3.99,2,0,1,1,0,1,4,1,8,1,7,0,2,0
Medicine,Surgeon,3.6084045532932456,9,0,4,0,8,1,3,0,2,4,2,1,2,1
Architecture,Architect,2.36,0,2,2,1,9,0,0,4,0,1,0,3,3,0
Architecture,Architectural Technologist,2.39,1,2,0,1,0,0,2,2,3,0,1,2,2,0
Computer Science,AI Researcher,2.88,0,2,3,1,8,1,8,3,0,1,0,0,0,0
Medicine,Nurse,3.9505790052454945,8,0,0,1,6,0,4,3,1,3,4,2,0,0
Education,Teacher,2.28,1,0,3,1,0,0,3,1,4,0,2,4,3,1
Education,Education Administrator,3.25,9,1,0,1,0,0,1,0,4,2,0,4,4,0
Finance,Actuary,3.98,7,0,3,0,4,0,0,2,4,1,8,4,4,0
Medicine,Physician Assistant,3.7278283763928566,1,0,1,1,2,1,4,3,4,2,2,0,4,1
Music,Musician,2.04,9,1,4,1,0,0,3,3,2,3,4,2,0,0
Biology,Microbiologist,3.36,0,2,1,1,9,1,1,4,1,2,4,3,3,1
Architecture,Landscape Architect,3.28,3,2,1,0,8,0,3,4,4,4,1,2,3,0
Medicine,Pharmacist,3.731849202469991,0,2,2,0,7,1,0,2,0,0,0,0,2,1
Music,Music Teacher,2.19,8,1,1,1,5,0,2,3,4,2,3,1,4,1
Education,Principal,3.05,8,1,3,1,3,1,4,3,0,3,1,2,1,1
Psychology,Art Therapist,2.38,5,1,4,1,3,1,2,4,4,3,0,4,0,1
Chemistry,Chemist,3.68,6,2,0,0,1,0,3,2,4,1,1,3,2,0
Music,Musician,2.94,7,2,1,0,9,0,1,3,1,4,3,2,4,1
Music,Conductor,3.19,5,1,3,1,5,0,1,3,0,0,0,1,3,1
Law,Lawyer,2.37,6,0,0,0,0,0,1,7,4,3,3,1,0,0
Engineering,Chemical Engineer,3.48,4,1,2,0,1,0,1,0,10,4,7,2,0,1
Music,Sound Engineer,3.23,9,2,3,0,3,0,1,3,2,4,0,4,3,1
Education,Education Administrator,2.22,4,0,3,0,6,1,3,1,3,3,1,2,1,0
Business,Manager,3.16,3,1,0,1,4,0,2,8,1,2,4,3,1,1
Biology,Microbiologist,3.36,4,1,4,0,9,0,4,3,1,0,3,1,2,1
Chemistry,Analytical Chemist,2.91,9,0,4,0,0,0,1,3,4,4,4,4,3,1
Education,Curriculum Developer,2.1,3,2,0,0,5,1,3,2,4,0,2,0,2,0
Music,Conductor,3.02,6,1,0,0,1,0,3,2,1,4,0,1,1,0
Art,Graphic Designer,3.1,1,2,4,0,6,1,4,2,3,3,3,4,1,0
Chemistry,Organic Chemist,3.62,0,0,0,0,3,1,0,3,0,3,1,4,0,0
Architecture,Interior Designer,2.19,4,2,3,1,5,1,2,3,2,3,2,2,4,0
Psychology,Art Therapist,3.28,7,0,1,0,4,1,2,4,4,1,2,4,3,0
Art,Art Director,3.9,5,0,4,1,8,0,4,2,2,1,4,1,2,0
Architecture,Architect,3.74,8,2,1,1,6,1,4,3,1,3,4,3,3,0
Medicine,Doctor,3.993638064657472,9,0,1,1,9,1,2,3,3,4,4,4,2,1
Finance,Accountant,2.1,3,2,0,1,1,1,0,3,1,4,9,0,2,1
Architecture,Architectural Technologist,2.49,6,0,3,0,4,0,4,3,1,1,0,2,4,1
Psychology,School Counselor,2.96,3,2,3,1,3,0,0,0,3,2,3,1,0,1
Computer Science,AI Researcher,3.57,9,1,3,0,1,0,9,3,3,3,4,2,1,1
Engineering,Electrical Engineer,2.71,1,1,4,1,3,1,1,0,7,4,7,2,0,0
Physics,Physicist,2.54,2,0,2,0,7,1,2,0,4,2,3,3,0,1
Education,Principal,3.78,6,0,3,0,8,1,4,3,4,4,3,2,2,0
Business,Manager,3.34,7,2,3,0,3,1,4,9,0,4,1,0,3,0
Business,Human Resources Specialist,2.39,3,1,3,0,1,1,1,7,2,4,0,0,4,1
Psychology,Art Therapist,2.93,7,1,4,1,8,0,0,3,3,4,0,2,2,0
Law,Legal Secretary,3.8,0,2,4,1,5,1,4,10,3,2,4,2,3,1
Engineering,Civil Engineer,3.99,1,2,4,0,5,0,0,1,9,4,7,4,0,0
Engineering,Acoustics Specialist,2.32,1,2,0,0,6,1,0,3,9,1,8,3,3,0
Law,Legal Analyst,3.78,7,1,3,1,9,0,0,9,2,3,0,3,3,1
Business,Manager,2.88,8,1,2,0,8,0,0,7,2,2,0,3,2,0
Music,Sound Engineer,3.07,6,2,0,1,2,1,1,3,1,0,2,3,3,0
Music,Music Teacher,2.66,7,2,3,0,4,0,1,1,0,1,2,4,0,0
Education,Teacher,2.85,4,2,0,1,2,0,3,0,4,1,0,0,2,0
Chemistry,Physical Chemist,3.54,9,0,3,0,8,0,2,0,4,2,0,1,0,1
Computer Science,AI Researcher,2.76,8,2,4,0,2,1,7,1,2,1,4,1,3,1
Music,Conductor,3.45,7,0,0,0,4,1,4,3,3,0,3,0,1,0
Engineering,Acoustics Specialist,3.16,4,0,1,1,3,1,2,1,10,0,7,4,0,1
Biology,Ecologist,2.99,6,1,0,1,6,0,3,2,2,0,1,2,1,0
Architecture,Architect,2.37,1,1,3,0,0,1,2,2,2,4,1,1,3,1
Chemistry,Chemist,2.55,0,2,2,0,2,1,1,4,3,3,2,3,0,0
Business,Construction Manager,3.06,3,1,4,1,8,0,0,10,3,0,0,4,1,1
Finance,Financial Analyst,2.49,3,2,1,1,3,1,2,2,4,2,10,4,3,0
Law,Legal Consultant,3.03,0,1,1,1,9,1,4,8,3,0,0,0,3,1
Architecture,Urban Planner,2.94,9,2,4,0,2,0,0,4,2,2,0,3,1,1
Medicine,Physician Assistant,3.88615919586782,4,2,3,1,8,0,0,0,3,0,1,2,4,1
Law,Judge,2.3,3,1,3,0,0,1,0,8,0,3,0,0,4,1
Computer Science,Web Developer,2.87,1,1,4,1,4,1,7,2,4,3,4,3,4,1
Business,Entrepreneur,3.37,7,0,2,0,4,0,4,10,2,1,0,1,3,0
Music,Sound Engineer,3.9,10,2,0,1,5,0,4,0,0,0,0,4,3,1
Architecture,Interior Designer,3.86,4,0,0,1,8,1,2,4,2,0,0,2,4,1
Finance,Accountant,3.64,3,1,1,1,7,1,1,3,1,2,7,2,0,1
Finance,Risk Analyst,2.94,7,2,3,1,8,0,4,2,3,4,9,1,1,0
Law,Legal Analyst,3.54,0,0,1,1,3,0,3,7,1,0,1,2,0,1
Music,Music Teacher,2.29,7,0,0,1,2,1,2,2,2,3,0,1,1,0
Computer Science,Data Scientist,3.19,1,2,1,1,4,1,9,0,4,2,2,2,2,1
Education,Special Education Teacher,2.81,3,1,3,0,4,1,3,0,1,3,4,1,3,0
Marketing,Social Media Manager,3.36,7,2,1,0,8,1,3,8,1,1,3,1,0,0
Art,Graphic Designer,2.24,7,0,4,0,7,0,4,1,3,1,2,0,0,1
Chemistry,Organic Chemist,2.85,2,1,2,0,0,0,4,4,0,0,1,1,0,0
Chemistry,Analytical Chemist,3.44,9,1,3,0,0,1,2,0,4,4,1,3,0,1
Law,Judge,2.03,3,0,3,1,9,0,3,9,3,1,4,1,0,1
Finance,Financial Analyst,2.28,8,1,0,0,7,1,0,0,4,0,10,4,4,1
Engineering,Civil Engineer,2.1,9,0,3,1,2,0,4,1,7,3,8,4,0,1
Art,Illustrator,2.05,1,1,4,1,1,0,2,0,0,2,2,2,3,1
Computer Science,Cybersecurity Analyst,3.24,3,1,1,0,3,1,9,4,1,2,4,1,4,0
Architecture,Architect,2.21,4,2,0,0,6,0,0,2,0,2,4,4,0,0
Business,Manager,2.98,4,1,0,1,5,1,4,7,4,4,0,4,3,1
Chemistry,Inorganic Chemist,3.54,4,2,0,1,1,0,0,0,0,0,4,0,1,0
Marketing,Social Media Manager,3.6,6,1,4,0,1,0,1,10,0,2,1,1,3,0
Music,Conductor,3.87,6,2,3,1,4,0,1,1,2,2,0,0,1,0
Biology,Biologist,2.01,8,1,3,0,9,0,3,1,3,2,0,0,3,0
Medicine,Pharmacist,3.533117988925933,1,1,3,1,3,0,2,4,4,3,3,2,1,1
Computer Science,Game Developer,3.4,1,2,4,1,5,0,8,2,4,1,1,3,3,0
Finance,Financial Advisor,3.89,8,2,3,1,9,1,2,2,1,3,7,4,4,1
Medicine,Doctor,3.664375805143754,7,1,3,1,6,0,4,1,1,2,3,1,1,1
Chemistry,Analytical Chemist,2.64,8,2,3,0,6,0,2,0,2,2,2,0,2,0
Medicine,Nurse,3.6200728093890966,8,2,2,1,9,0,4,3,4,0,3,1,3,0
Physics,Nuclear Physicist,3.84,7,0,4,0,8,0,3,0,4,4,0,4,3,0
Education,Teacher,3.15,3,1,1,0,8,1,3,1,2,2,4,4,1,1
Education,Education Administrator,2.3,4,1,3,0,8,0,2,4,2,1,2,0,2,0
Architecture,Landscape Architect,3.12,0,0,4,1,2,1,0,0,4,1,2,2,4,0
Art,Illustrator,3.83,3,1,3,1,3,0,1,4,4,4,2,0,4,0
Education,Education Administrator,3.24,2,2,0,0,7,0,4,3,0,2,4,4,3,1
Biology,Geneticist,2.23,2,0,0,1,3,1,2,3,2,1,1,0,4,1
Finance,Investment Banker,3.93,8,2,4,0,0,1,0,4,0,2,7,2,1,0
Biology,Microbiologist,3.34,4,0,2,0,8,0,0,0,3,4,1,4,3,0
Medicine,Dentist,3.5961445094043354,5,2,1,0,8,1,2,0,3,2,4,4,2,1
Biology,Geneticist,3.7,2,0,0,1,3,0,2,2,2,4,2,1,0,1
Architecture,Architectural Technologist,2.47,5,2,4,0,3,0,3,0,3,1,1,3,4,1
Medicine,Dentist,3.6725413139111933,3,0,3,0,4,0,1,3,1,4,1,1,1,1
Art,Graphic Designer,2.59,0,2,3,0,9,0,1,4,1,2,4,3,0,0
Music,Sound Engineer,2.91,10,0,2,0,4,0,4,3,0,2,0,1,4,0
Music,Conductor,3.15,9,0,2,1,7,1,1,0,4,3,1,2,3,0
Biology,Biologist,2.11,3,2,2,0,3,1,2,2,2,2,4,4,0,0
Law,Paralegal,3.97,6,0,2,0,7,0,4,8,2,2,3,0,1,1
Chemistry,Organic Chemist,3.8,9,2,2,1,7,1,3,0,4,0,1,3,3,0
Education,Teacher,2.26,9,2,0,1,1,1,1,2,0,0,3,4,2,0
Education,Principal,2.71,4,2,1,0,2,0,2,2,3,1,1,3,2,0
Physics,Physicist,2.07,0,2,4,1,4,1,1,0,4,1,4,0,3,0
Biology,Geneticist,2.5,8,2,1,0,3,1,4,0,4,0,4,3,3,1
Biology,Biologist,3.65,0,1,4,0,4,1,1,1,0,4,0,0,4,0
Education,Principal,3.38,9,0,1,1,3,0,4,2,4,1,4,1,3,0
Computer Science,Software Developer,2.67,3,1,3,1,9,1,9,4,0,1,0,3,0,1
Computer Science,Software Developer,2.56,3,1,4,1,6,1,8,2,4,2,3,1,2,0
Medicine,Physician Assistant,3.578488841358097,2,0,1,1,8,0,3,2,3,1,0,0,0,1
Biology,Biotechnologist,3.35,0,2,1,0,6,1,2,3,1,1,4,2,3,1
Biology,Biologist,3.27,9,1,1,0,0,1,0,2,2,3,4,1,2,0
Engineering,Mechanical Engineer,2.51,0,0,2,1,2,0,4,2,7,3,10,4,0,1
Music,Conductor,3.1,7,0,2,1,0,1,1,2,3,0,1,0,4,1
Physics,Physicist,3.68,6,1,3,1,9,1,4,3,2,1,4,1,3,1
Education,Special Education Teacher,2.98,0,1,4,0,6,0,2,4,1,4,2,0,1,0
Architecture,Urban Planner,2.05,7,0,4,0,6,0,0,0,2,3,0,3,4,0
Computer Science,Web Developer,3.37,5,1,3,1,8,1,9,3,0,2,2,4,2,1
Medicine,Physician Assistant,3.731267358066574,7,0,4,0,5,1,0,0,0,3,1,3,2,0
Engineering,Acoustics Specialist,2.38,7,0,3,1,2,1,4,4,8,2,8,2,3,0
Marketing,Brand Manager,3.74,6,2,1,1,9,0,4,10,1,4,2,1,0,0
Computer Science,Data Scientist,3.49,8,0,4,1,1,1,9,4,3,1,2,1,2,0
Law,Judge,2.61,9,2,1,1,5,1,3,9,3,3,4,1,0,0
Finance,Credit Analyst,3.64,2,1,0,0,4,0,1,4,3,1,8,3,3,1
Medicine,Nurse,3.766056742632658,6,0,1,1,8,0,4,3,4,3,0,0,3,0
Medicine,Dentist,3.9336074905373617,4,1,0,0,9,1,0,2,4,0,2,2,1,1
Physics,Astronomer,2.5,7,0,0,0,1,0,4,0,0,2,3,2,3,0
Engineering,Electrical Engineer,3.77,9,1,2,1,9,1,3,3,9,2,9,0,4,1
Medicine,Surgeon,3.8687026030469096,1,2,2,0,1,1,4,0,3,0,1,4,4,0
Physics,Quantum Physicist,2.38,7,0,0,1,1,0,2,4,0,4,4,4,4,1
Education,Principal,2.63,6,2,4,0,0,1,0,0,1,2,4,2,3,1
Chemistry,Chemist,3.64,2,2,1,1,3,0,2,3,2,3,2,2,3,0
Music,Conductor,2.32,10,0,1,1,4,0,2,1,1,3,1,1,0,0
Art,Graphic Designer,2.88,9,1,4,1,9,0,3,2,1,2,2,3,0,1
Chemistry,Inorganic Chemist,3.11,8,0,3,1,9,0,4,0,4,4,1,3,4,1
Architecture,Architect,3.9,2,0,2,1,6,1,4,2,2,2,3,4,2,0
Music,Conductor,3.66,9,0,4,1,7,1,2,1,1,2,4,3,3,0
Psychology,Clinical Psychologist,2.51,5,1,3,1,1,0,1,3,4,2,2,2,0,0
Psychology,School Counselor,2.44,5,0,3,1,7,1,3,4,1,1,4,3,4,0
Marketing,Market Research Analyst,3.27,8,2,2,0,2,1,0,8,3,3,4,0,0,0
Architecture,Interior Designer,2.17,9,2,3,1,6,1,4,1,1,2,3,4,3,1
Law,Lawyer,3.98,4,0,1,0,2,0,1,7,4,2,3,1,3,0
Marketing,Social Media Manager,3.96,2,0,2,0,5,1,2,9,2,1,4,1,3,1
Medicine,Pharmacist,3.768553270909274,7,0,0,0,3,1,1,1,4,4,0,0,0,1
Biology,Microbiologist,3.02,0,2,4,0,7,0,0,1,1,3,0,1,2,0
Architecture,Architect,2.58,7,0,3,1,5,0,3,4,3,4,1,2,1,0
Chemistry,Inorganic Chemist,3.56,3,2,3,0,6,1,2,2,0,1,4,3,3,0
Law,Judge,3.83,0,1,3,1,9,0,2,8,3,2,1,0,0,0
Engineering,Civil Engineer,3.39,1,2,1,1,2,1,2,2,8,0,7,2,1,1
Chemistry,Inorganic Chemist,2.33,6,0,4,0,9,1,0,0,4,3,2,1,1,1
Architecture,Urban Planner,2.19,6,0,1,1,1,0,4,0,3,1,4,3,0,0
Law,Legal Consultant,3.59,0,1,0,1,6,0,0,9,4,3,2,1,3,0
Education,Education Administrator,2.75,1,0,3,0,7,0,3,4,3,2,3,0,3,0
Architecture,Architectural Technologist,2.82,1,1,4,0,0,1,0,2,1,0,1,0,2,0
Marketing,Marketing Specialist,2.4,3,1,3,0,5,1,2,7,2,2,3,3,1,0
Education,Teacher,2.9,5,1,0,0,2,1,3,3,2,0,1,1,2,1
Education,Teacher,3.91,4,0,2,0,2,0,2,1,0,1,2,2,3,0
Education,Curriculum Developer,2.25,5,2,2,0,6,1,3,2,2,0,2,3,3,1
Education,Curriculum Developer,2.3,8,2,0,1,0,0,3,0,4,0,4,4,2,1
Marketing,Marketing Specialist,2.79,4,2,3,0,5,1,1,8,3,0,3,4,1,1
Psychology,Forensic Psychologist,2.12,3,2,1,1,4,0,2,1,2,0,4,3,3,0
Medicine,Pharmacist,3.9254087589180733,6,1,4,1,3,1,4,2,1,0,2,0,2,1
Computer Science,AI Researcher,3.23,2,2,1,0,5,1,8,4,4,0,2,2,3,0
Medicine,Physician Assistant,3.5866867976473773,7,0,2,0,3,1,1,0,1,3,1,0,3,0
Psychology,Forensic Psychologist,3.75,2,1,4,1,3,1,1,4,1,3,1,1,0,1
Medicine,Surgeon,3.540116872830821,0,1,4,0,1,1,1,1,2,3,2,4,3,0
Law,Judge,3.2,3,1,4,1,7,1,0,9,1,0,4,4,1,1
Music,Sound Engineer,3.57,8,1,2,0,8,1,3,3,2,1,2,4,0,0
Engineering,Fluid Mechanics Engineer,2.39,7,0,0,1,4,1,2,3,8,1,9,2,3,1
Psychology,Counselor,2.18,9,2,3,0,6,1,2,3,1,0,1,1,1,1
Business,Construction Manager,3.9,6,2,1,1,9,0,4,10,0,0,3,4,0,0
